"chr","phenotype","gene","SKAT","BT","SKAT.O","SKAT.d","BT.d"
20,"log_HDL","PTGIS",0.453574071823851,0.718882107297011,0.664295149600673,0.46945842138182,0.849581790675746
3,"log_HDL","LRIG1",0.489765279474836,0.542837822904731,0.711431241521784,0.469574686034312,0.200597641380972
1,"log_HDL","CADM3",0.440461870216221,0.19142798376003,0.286094545202905,0.469590168619556,0.997796826149241
2,"log_HDL","C2orf16",0.482599402983007,0.194723199422203,0.303915800509958,0.469621427178519,0.72705274079551
7,"log_HDL","RNF133",0.500674383990552,0.200747772099866,0.301084590610907,0.469822547535386,0.311899921370355
3,"log_HDL","EBLN2",0.478064812455631,0.94637534684343,0.642051484301173,0.469899026851897,0.597459865705409
4,"log_HDL","PDHA2",0.46756912520377,0.602717822433826,0.647464306760284,0.470093305658805,0.584648371433442
22,"log_HDL","KCTD17",0.451947717854143,0.547366588385905,0.614788168744889,0.470213135280816,0.819308337337597
1,"log_HDL","CCDC24",0.457551509461629,0.268469315219495,0.4056146522624,0.470266403442257,0.757837703120598
2,"log_HDL","GALNT3",0.458307552492775,0.575587513230289,0.651841152218242,0.470357064437173,0.749855456329702
22,"log_HDL","TNFRSF13C",0.456183247819706,0.919590859325799,0.648162297115394,0.470378816835701,0.724384067634116
1,"log_HDL","BCL9",0.520958206482658,0.496658353307033,0.715296104896863,0.470522628145775,0.128407393690843
20,"log_HDL","STK35",0.519164071610734,0.835033377914663,0.709796133183199,0.470603372178545,0.039413731356743
21,"log_HDL","BRWD1",0.468314682393664,0.636814315664088,0.64484682391075,0.470668688105173,0.804184257244864
7,"log_HDL","IQCE",0.483686216755754,0.162665377289781,0.264552704406578,0.470729853526671,0.414279819819762
7,"log_HDL","PNPLA8",0.472377707268432,0.462880300553423,0.666239713674869,0.470734791673665,0.535923779065422
1,"log_HDL","C1orf87",0.466724141330026,0.746470877276577,0.676594205265121,0.470772476321061,0.65777601392897
5,"log_HDL","PHAX",0.476863865509684,0.260568859843253,0.39722401721312,0.470922333362275,0.5156464532711
19,"log_HDL","PLIN5",0.497738702392328,0.198188423826977,0.304416087148243,0.470946006931415,0.163436918524462
9,"log_HDL","FUBP3",0.479005751153065,0.301427361263068,0.445960203145958,0.4712544507448,0.514694630883357
18,"log_HDL","HAUS1",0.483673905548048,0.953370588605775,0.657576648579455,0.471349436367457,2.04847479915189e-12
1,"log_HDL","NTPCR",0.487896327197161,0.940693553599103,0.638414015523641,0.471512056024553,0.393865717348096
1,"log_HDL","HHAT",0.45419915700407,0.878690684555137,0.64809330754674,0.471573754789619,0.822594173370573
14,"log_HDL","EXD2",0.467080013218415,0.293497218663848,0.423344285090603,0.471598798451502,0.678067672670376
11,"log_HDL","WDR74",0.476256351946041,0.836990286944216,0.69359885884508,0.471654375222884,0.857821644670787
1,"log_HDL","ANKRD13C",0.48361040300447,0.128452871915556,0.1993417735912,0.471748185826877,2.04847479915189e-12
8,"log_HDL","SNTG1",0.494566994560886,0.854064325870814,0.63469436910846,0.471761129086101,0.0449754424547646
1,"log_HDL","PRKAA2",0.455916813171943,0.205322887887689,0.305802672985228,0.471763892775192,0.783736350473005
20,"log_HDL","BFSP1",0.47284321753832,0.0309710044159402,0.0580555943431232,0.471787595995633,0.503935298879527
21,"log_HDL","LSS",0.461657486016595,0.422441995415996,0.607468400752249,0.471808877880082,0.707617201831114
19,"log_HDL","DOT1L",0.485500038840233,0.6741190581364,0.700192344329559,0.471821401401707,0.333227621059356
2,"log_HDL","ZAK",0.44760461620121,0.272546471068512,0.436722860366232,0.472002413865274,0.92246044459322
9,"log_HDL","FAM120AOS",0.441987219933833,0.941581333337324,0.588852579840412,0.472049780968898,0.880351396110321
17,"log_HDL","MYOCD",0.463130188751203,0.37519518455326,0.571086384611672,0.472176866543628,0.688200511895745
12,"log_HDL","KIAA1551",0.484430863131361,0.0125831995824831,0.0203639179204544,0.472419521786448,0.533344463071133
20,"log_HDL","C20orf173",0.480215836806662,0.352047383056966,0.497971232186852,0.47242522379858,2.04847479915189e-12
9,"log_HDL","TMEM246",0.470488013080016,0.350001580081394,0.518032035311953,0.472583651224116,0.85313521436875
5,"log_HDL","PDLIM7",0.45505349638841,0.34474598634915,0.516038219791078,0.472637790756751,0.776443736137288
5,"log_HDL","DAP",0.474978779898495,0.219836032461842,0.313852740700617,0.472651802801375,0.499554078012349
5,"log_HDL","BHMT",0.489731213196801,0.253348002657359,0.377029512346489,0.472788419533424,0.541442775089936
19,"log_HDL","OR7C1",0.449764702022769,0.477763313252917,0.635513013852596,0.472864235405736,0.926265798965535
4,"log_HDL","SLC7A11",0.44252379627318,0.30688285368609,0.432364720959376,0.473003412333891,0.962363120266362
14,"log_HDL","POMT2",0.472888688748979,0.971535609312367,0.677140077752845,0.473030757446596,0.537689473348572
16,"log_HDL","NUBP2",0.467679492595592,0.81161031203972,0.666320750512882,0.473123784797089,0.743493051099481
14,"log_HDL","ATG14",0.488294895386773,0.105421894270073,0.172381300534625,0.47324532812981,0.396327529225376
12,"log_HDL","TSPAN11",0.483234140167524,0.278322310809292,0.432425125731872,0.473344054883824,0.299398602758013
11,"log_HDL","RIC3",0.483091724091682,0.209130656025099,0.307299258288235,0.473365875586611,0.301720658324162
12,"log_HDL","TESPA1",0.542178610938646,0.754476136795345,0.74580787136798,0.473444705442567,0.0431243459267942
1,"log_HDL","LRRC52",0.513620771741605,0.891716838918866,0.684629787357372,0.473727036716155,0.258331253479275
21,"log_HDL","DYRK1A",0.482620139191258,0.763281317710426,0.66520426456158,0.473836961631827,0.624665107267774
14,"log_HDL","NYNRIN",0.515598425251094,0.185539823039601,0.316948620866646,0.473840776155499,0.112058867932357
9,"log_HDL","CFAP77",0.498657075040781,0.541132400785545,0.693478987612161,0.473950409489999,0.122621653542862
2,"log_HDL","MLPH",0.45694070128379,0.69371353053474,0.645870200218198,0.474038732259584,0.89993614518938
1,"log_HDL","BRINP2",0.442264467177557,0.578471826302714,0.630382787249481,0.474103141056656,0.907361510822553
19,"log_HDL","FUT5",0.48671366638933,0.555378509481219,0.614353328518869,0.474108056765311,2.04847479915189e-12
12,"log_HDL","OVCH1",0.474886172483472,0.397681927793991,0.606288602259907,0.474275809447578,0.505895145720545
7,"log_HDL","ZAN",0.496903919784719,0.633838570271437,0.705769257114508,0.474540048139994,0.267410355245124
17,"log_HDL","SREBF1",0.480873444465657,0.230960317173524,0.339956170954914,0.474543637869756,2.04847479915189e-12
9,"log_HDL","SEC16A",0.493101804140612,0.96237064566641,0.720877119524972,0.474590385767708,0.266451030767512
22,"log_HDL","PNPLA5",0.489965652634801,0.264054020190368,0.413166970037892,0.474832717085331,0.230459457729165
19,"log_HDL","CYP4F2",0.467782136176864,0.952739753556518,0.642583338450011,0.474880107138878,0.867952461265767
1,"log_HDL","SPTA1",0.477622264500672,0.977779271540272,0.697775073229314,0.475035934514551,0.469125286900222
3,"log_HDL","C3orf52",0.459375023767531,0.187875311620334,0.300586529958247,0.475160472759059,0.853681485374588
2,"log_HDL","HOXD13",0.47967030947473,0.236168370119192,0.33639440718853,0.475217503170639,2.04847479915189e-12
13,"log_HDL","RCBTB1",0.519451182086355,0.346949961195836,0.476511944792904,0.475321938392332,0.160121287593777
5,"log_HDL","PCDHA3",0.462027816244316,0.776678805080478,0.658779379629843,0.475439124064622,0.808699527868406
6,"log_HDL","FAM229B",0.480699297653917,0.111721328211503,0.180963109735446,0.475456898487915,0.575303690746884
17,"log_HDL","RNF135",0.519800202856409,0.712078332083124,0.699924673225778,0.475738449826803,0.0484893183669264
3,"log_HDL","BFSP2",0.506415225620479,0.303469148453638,0.433837380610039,0.475791985483754,0.24146312693395
15,"log_HDL","FURIN",0.485532704823807,0.549736160713266,0.649571278199095,0.475795141335031,0.867079844533797
11,"log_HDL","EIF1AD",0.437885323057695,0.240924374614914,0.353832455516899,0.475860256790283,0.91470410850192
17,"log_HDL","ENGASE",0.507091834732986,0.75466630236789,0.691808999699352,0.475879064796651,0.26774865123804
7,"log_HDL","FAM71F1",0.460734950122551,0.287486763458324,0.402057156096253,0.476018685159702,0.745852995120291
9,"log_HDL","ZNF484",0.488915179253199,0.298111051878998,0.402244718846614,0.476091140809348,0.498281694964981
14,"log_HDL","TMED8",0.480207166340644,0.863643548142734,0.648876159916014,0.476183400204488,0.644267906973026
5,"log_HDL","CEP72",0.518761105084686,0.154678839699015,0.240228854310274,0.476276386787173,0.10987784350297
6,"log_HDL","PRSS35",0.450676605734279,0.384087681530851,0.55930750703016,0.476299176134161,0.870286625931725
4,"log_HDL","STX18",0.482703445291478,0.851024733012987,0.665492724275293,0.476307412016409,2.04847479915189e-12
10,"log_HDL","TBATA",0.482252740089789,0.572470947239954,0.682990127681137,0.476337638720411,0.453070541921969
16,"log_HDL","NOL3",0.485555421505134,0.83438529325927,0.6606398173571,0.476401318067488,2.04847479915189e-12
17,"log_HDL","NOS2",0.456502082992137,0.670818361269693,0.651162783143299,0.476739919661344,0.719878701360298
3,"log_HDL","TMEM39A",0.478312309286585,0.230528479108272,0.358373894541746,0.47674683363209,0.739698037462963
1,"log_HDL","ZBTB17",0.483299679747288,0.779164007158546,0.680139317161515,0.476808362521786,0.356800740672977
22,"log_HDL","CECR5",0.446032669656001,0.207506588416814,0.312463443228528,0.476852944657446,0.956615465833288
8,"log_HDL","NKX6-3",0.483924763417842,0.215079684776978,0.337659042109688,0.476914147072617,2.04847479915189e-12
1,"log_HDL","SELE",0.516028850337382,0.837045157550327,0.713002618123507,0.476962811762951,0.244356349800759
2,"log_HDL","DHX57",0.490761622393474,0.989367141124324,0.689980420772187,0.477019810976574,0.192789962289345
6,"log_HDL","CDYL",0.468412858680897,0.10378254296308,0.18004944873128,0.477068137470174,0.794790921735548
4,"log_HDL","FRAS1",0.465198168718857,0.744293947027261,0.689458673664875,0.477135023893795,0.809449974050009
1,"log_HDL","CSF1",0.486199229657718,0.95969224533087,0.678126032946,0.477482015925518,0.421906519121608
19,"log_HDL","CEACAM21",0.472416012215337,0.274232246647348,0.413722264476963,0.477601308693318,0.671811360945936
8,"log_HDL","DCSTAMP",0.482234954813926,0.994615851086669,0.669506170038699,0.477626804381015,0.529285689433633
14,"log_HDL","ZFYVE21",0.504629085761461,0.674064234288068,0.660046631522417,0.477642969699983,0.142562619643239
6,"log_HDL","DDR1",0.427535191129715,0.317653942070862,0.487816563964125,0.47766936552606,0.924530232194806
6,"log_HDL","TREML2",0.508943022553309,0.433255736151901,0.610321957757415,0.477674238434032,0.326467132054362
21,"log_HDL","C21orf91",0.486889056859039,0.715876993726107,0.655210259168996,0.477679153576792,2.04847479915189e-12
1,"log_HDL","C1orf228",0.519296365199299,0.840439479507803,0.682124337509938,0.477682441986982,0.294972570842372
5,"log_HDL","MTRR",0.506964395087468,0.366918646804081,0.528303250763301,0.477757582012782,0.310539891437216
19,"log_HDL","SIX5",0.479188583865139,0.0303053576059182,0.0573788176794208,0.477896814341455,2.04847479915189e-12
12,"log_HDL","C1S",0.485941977654455,0.607548463806111,0.682455064782987,0.477962229187081,2.04847479915189e-12
3,"log_HDL","LRRC58",0.500495670975503,0.273430942135414,0.391159417488521,0.477975677978978,0.225047163247906
11,"log_HDL","MPEG1",0.437864930406771,0.547936547302709,0.634751682656811,0.478101353185695,0.988192441389699
3,"log_HDL","MRPL3",0.491849642397692,0.730461300759068,0.634503145846549,0.47813205150997,0.542165016361523
22,"log_HDL","TST",0.465688815235842,0.680382902646865,0.660446145080695,0.478140072501234,0.68298377822343
19,"log_HDL","CERS4",0.440408920143559,0.596246730896156,0.639979730472453,0.478151482320436,0.995711053747904
3,"log_HDL","LMOD3",0.489476426754246,0.421116255993019,0.628804172160465,0.478161413862081,0.37511857576787
5,"log_HDL","FAM151B",0.531744312453609,0.250560944166633,0.359758452118059,0.47827227569845,0.254365647325601
1,"log_HDL","BCAR3",0.459045889925181,0.24673365416162,0.409393174905649,0.478368136865557,0.846634106471865
3,"log_HDL","ARHGAP31",0.534723568105976,0.741855416115923,0.743997979447717,0.478469141338428,0.0110594107235295
3,"log_HDL","ITGA9",0.439119351895892,0.473191950689307,0.650317046340382,0.478724934051501,0.940297570152287
19,"log_HDL","OPA3",0.49859039262358,0.998098794629501,0.667510067233983,0.478739329157146,0.379928867938348
20,"log_HDL","ARHGAP40",0.49171778299287,0.728171759794621,0.702634812157632,0.478775102932378,0.0625143217510065
8,"log_HDL","NECAB1",0.485036173401789,0.611023393395796,0.63719721799357,0.478835049723501,0.535426920472558
20,"log_HDL","KCNB1",0.474290240835583,0.221236827655121,0.361815782178858,0.478971140113676,0.61241867659649
2,"log_HDL","DYSF",0.492013551801653,0.783411887395269,0.716102182684641,0.478979497680287,0.266201715988638
7,"log_HDL","PON2",0.48922307799934,0.401161932778074,0.571113012464838,0.479090795759555,0.408053090494558
1,"log_HDL","SH3GLB1",0.515761997391912,0.317559334875588,0.455952851073503,0.47911184086426,0.217363159297046
19,"log_HDL","BLVRB",0.506065888662363,0.49159236992971,0.635790210494458,0.479319988838356,0.462448101213575
11,"log_HDL","SLC22A9",0.475746664047938,0.630955003879941,0.652479294622197,0.479639852552666,0.777506906455884
3,"log_HDL","GYG1",0.49621556672803,0.102971590242915,0.165963831903999,0.47967609348863,0.380774377355234
2,"log_HDL","ASB1",0.458547615879341,0.678701715689658,0.623536177777441,0.47972771955263,0.843021878936341
19,"log_HDL","ECSIT",0.524976241251109,0.902425697230601,0.652972376974912,0.479727979314169,0.304299602392894
16,"log_HDL","DRC7",0.501376136906384,0.53745236021097,0.706407242496708,0.479738390944415,0.187319873606083
1,"log_HDL","SEC16B",0.483888637789219,0.64758852503817,0.703067299044087,0.480104970982081,0.415473318039145
3,"log_HDL","TTLL3",0.486939132786023,0.0721735214598792,0.120642230387455,0.480210989691359,0.516447591689147
10,"log_HDL","TUBGCP2",0.505395479457325,0.454503632911584,0.657508068226238,0.480235251906628,0.177564878294283
1,"log_HDL","MOB3C",0.486950690302578,0.547512478613859,0.624339162143031,0.480242781109135,2.04847479915189e-12
8,"log_HDL","NAPRT",0.483340299771239,0.934647057947297,0.701311438288783,0.480251715289588,0.485494767588772
11,"log_HDL","RRM1",0.466527003780898,0.666123780760681,0.624861697760102,0.48027398372689,0.813648948629003
3,"log_HDL","SEMA3F",0.441631594307023,0.449194161983015,0.589645510130071,0.480386397809229,0.923291813863045
22,"log_HDL","SBF1",0.465441228187198,0.497578479525799,0.684797997044027,0.480401754773349,0.855455939468552
22,"log_HDL","TTLL12",0.508205924473396,0.27670988009304,0.446973242787459,0.480435212039078,0.0914791654811462
11,"log_HDL","HPS5",0.549067820939183,0.807996695153396,0.745401072730279,0.480471199673725,0.184176841925122
11,"log_HDL","ANKRD42",0.454844130806087,0.87231854888701,0.608349927639543,0.480605575950369,0.884631841503114
19,"log_HDL","WDR87",0.487412501538506,0.318972735675404,0.482563447890365,0.48076427116503,0.556529694112285
15,"log_HDL","ATP8B4",0.517795172773888,0.508075655559589,0.71475515197369,0.480768316744719,0.107971258608057
12,"log_HDL","PLCZ1",0.475600460894147,0.272391336992808,0.421556121100095,0.480858399221926,0.652356900558619
7,"log_HDL","TAS2R4",0.5152532319269,0.511612508444447,0.701799101464735,0.480905953445768,0.102917501613846
5,"log_HDL","PCDH12",0.504242157322077,0.573269080533329,0.695236339518451,0.480974416228331,0.647461952755956
10,"log_HDL","OTUD1",0.531871511558094,0.984034057930006,0.722304923892713,0.480982768706165,0.0699894941573014
19,"log_HDL","GRAMD1A",0.451566311307057,0.0754379634032784,0.133632364637361,0.481001775408383,0.907989020081125
22,"log_HDL","TEX33",0.501288512562899,0.931612295835294,0.681386295719425,0.481038482318793,0.528376149848934
9,"log_HDL","FAM189A2",0.513036107134988,0.147029781125562,0.220232300935102,0.481148236405988,0.101980157164012
1,"log_HDL","MUL1",0.538397896445371,0.279763706246991,0.42461197866897,0.481219597367257,0.0910154093612177
9,"log_HDL","APTX",0.450910163934771,0.652289292560311,0.621015068698971,0.481364579733445,0.888210557368216
15,"log_HDL","TLE3",0.505392674362475,0.796297583600198,0.706285871666774,0.48151924303769,0.279749253736117
14,"log_HDL","WARS",0.502512024149773,0.82506867367459,0.707928535370214,0.48184231915094,0.377909075780522
14,"log_HDL","PPP4R4",0.52413898022222,0.827530102806298,0.672357555580646,0.481861452059083,0.168583501715781
8,"log_HDL","STAU2",0.508776623859071,0.578683089957046,0.679821869273402,0.481938584645275,0.296555366223609
17,"log_HDL","CLUH",0.495488023438916,0.15636237844119,0.257506961061265,0.481951332694137,0.495293162338582
19,"log_HDL","FAM129C",0.479926848356304,0.0508474357579564,0.0922292053027159,0.482055150380525,0.558643716128433
15,"log_HDL","PML",0.478649506143358,0.599928548620081,0.684839900636512,0.482057146633385,0.724007329504028
14,"log_HDL","PNN",0.50203384931349,0.212858793023427,0.34104561353844,0.482210181383468,0.331499191329368
22,"log_HDL","PNPLA3",0.464406911214752,0.17096583560732,0.288070301024236,0.482343119791214,0.886580292363686
19,"log_HDL","FBXW9",0.495574729577869,0.452333833075338,0.638538692428538,0.482428115160977,0.293817341749568
8,"log_HDL","INTS10",0.477030429461381,0.202109748285145,0.32643446466196,0.48251478870055,0.590541293676423
8,"log_HDL","JRK",0.534255533987264,0.190948501779571,0.283075172519264,0.48253099203721,0.148401789313886
16,"log_HDL","C16orf96",0.491671422378016,0.976393919730682,0.704212548890064,0.482627424969464,0.511303581822807
17,"log_HDL","ABCA5",0.472916713966065,0.147036434631428,0.247256958897011,0.482727159182714,0.664649712933434
19,"log_HDL","ZNF260",0.500352291108368,0.268189852053795,0.408688689082861,0.482779147205502,0.264948927476171
21,"log_HDL","C21orf62",0.481861807854895,0.485093904113628,0.612274970990961,0.482887372809209,2.04847479915189e-12
1,"log_HDL","RNF223",0.498703128075514,0.871918065820791,0.684770258853355,0.483165965384907,0.307621190112691
11,"log_HDL","INPPL1",0.469784081933443,0.500083982489625,0.638202622747122,0.483178158829449,0.849345131396565
10,"log_HDL","OLAH",0.502990102980371,0.62712900216507,0.696557301497191,0.48319361092106,0.105687902260518
19,"log_HDL","ZNF780B",0.462430425591815,0.975830792099093,0.669651621136188,0.483242194718089,0.699967799352858
19,"log_HDL","NKG7",0.514258361212363,0.178714456554672,0.273782498024052,0.483266504256526,0.0974377002483319
10,"log_HDL","RET",0.4715326672191,0.245784789855932,0.394183994478617,0.483272099927163,0.727034406419145
19,"log_HDL","ZNF528",0.507185773953948,0.542195841682836,0.696670726016469,0.483455995380388,0.236955174901793
12,"log_HDL","GLTP",0.438604775058733,0.454811971822217,0.580007803300437,0.483633134617022,0.897967069175206
7,"log_HDL","GBAS",0.504348318662373,0.326248275393009,0.470369580885727,0.483723826063235,0.361081441382112
5,"log_HDL","PCDHB12",0.500703292671744,0.454990879855394,0.649689750185334,0.483788416693982,0.315340038523719
7,"log_HDL","CLCN1",0.500131434163523,0.474812240120327,0.678354450641459,0.483949546798738,0.150197346871005
1,"log_HDL","CTTNBP2NL",0.495066247703023,0.505644238694313,0.690764026210777,0.484001316174701,0.340968772594505
8,"log_HDL","SYBU",0.498419916939289,0.432524792185579,0.629291607070707,0.484376670851972,0.378554631400531
17,"log_HDL","MFAP4",0.509389424190874,0.198395761440388,0.298486932428259,0.484623276293596,2.04847479915189e-12
6,"log_HDL","HIST1H2AD",0.535450340351828,0.524980493056721,0.718654892225555,0.484705098586314,0.120386418060921
16,"log_HDL","MARVELD3",0.511591341517477,0.0707208057813369,0.12163804518447,0.484781245979031,0.160420481746571
4,"log_HDL","THAP9",0.503333279779624,0.457643724695322,0.574379861429842,0.484847804751384,2.04847479915189e-12
1,"log_HDL","CYB5RL",0.51126541279821,0.977191629366214,0.713501371701418,0.484872107405893,0.230740641830724
22,"log_HDL","CHADL",0.458883946715804,0.457309737222879,0.642452914852609,0.484914806155304,0.923662972719118
2,"log_HDL","RBKS",0.484829573400613,0.395345565597656,0.575745467231736,0.485109649531158,0.677075429528937
